investor_firm,source_portfolio_url,portfolio_company,portfolio_company_website,industry,niche,business_model,customer_type,geography,recurring_revenue_signal,service_criticality_signal,fragmentation_signal,acquisition_search_context,gb_relevance,follow_up_research_needed,source_confidence,curation_status
Saltoun Capital Partners,https://www.saltouncapital.com/portfolio,Banyan Software,https://banyansoftware.com,Software / HoldCo,Vertical software holding company,Software acquisition and operation,Vertical software companies/customers,Unknown,Saltoun stated vertical market software theme; Banyan model implies recurring software at portfolio level,Vertical software can be mission-critical depending on end market,Fragmented niche software markets likely,Saltoun portfolio row; investment March 2010,Cross-source repeated meta-pattern: vertical software holdco as respected investor favorite,Map underlying verticals to identify service-adjacent niches G&B can study,High,seed
Saltoun Capital Partners,https://www.saltouncapital.com/portfolio,Beryllium,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Saltoun Capital Partners,https://www.saltouncapital.com/portfolio,"Bleecker Street Group, LLC",,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Saltoun Capital Partners,https://www.saltouncapital.com/portfolio,Calcom Software Solutions,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Saltoun Capital Partners,https://www.saltouncapital.com/portfolio,"Canyonlands Fund, LLC",,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Saltoun Capital Partners,https://www.saltouncapital.com/portfolio,Central Storage & Warehouse Co.,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Saltoun Capital Partners,https://www.saltouncapital.com/portfolio,Choice Water Solutions,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Saltoun Capital Partners,https://www.saltouncapital.com/portfolio,"Church Mutual Insurance Company, S.I.",,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Saltoun Capital Partners,https://www.saltouncapital.com/portfolio,Cicero Therapies,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Saltoun Capital Partners,https://www.saltouncapital.com/portfolio,Crystal Practice Management,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
